34:52,53.50
34:54,53.50
34:57,53.50
34:59,53.50
35:02,53.50
35:05,53.50
35:07,53.50
35:10,53.50
35:12,53.50
35:15,53.50
35:18,53.50
35:20,53.50
35:23,53.50
35:25,53.50
35:28,53.50
35:31,53.50
35:33,53.50
35:36,53.50
35:39,53.50
35:41,53.50
35:44,53.50
35:47,53.50
35:49,53.50
35:52,53.50
35:54,53.50
35:57,53.50
36:00,53.50
36:02,53.50
36:05,53.50
36:08,53.50
36:10,53.50
36:13,53.50
36:16,53.50
36:18,53.50
36:21,53.50
36:24,53.50
36:26,53.50
36:29,53.50
36:32,53.50
36:34,53.50
36:37,53.50
36:40,53.50
36:42,53.50
36:45,53.50
36:47,53.50
36:50,53.50
36:53,53.50
36:55,53.50
36:58,53.50
37:01,53.50
37:03,53.50
44:20,53.50
44:23,53.50
